Name	NumReads
GQ67_02804	25
GQ67_02805	12
GQ67_02806	4
GQ67_02807	62
GQ67_02808	1126
GQ67_02809	16
GQ67_02810	6
GQ67_02811	0
GQ67_02812	11
GQ67_02813	80
GQ67_02814	40
GQ67_02815	308
GQ67_02816	38
GQ67_02817	46.834
GQ67_02818	59
GQ67_02819	12
GQ67_02820	11.005
GQ67_02821	204.995
GQ67_02822	9
GQ67_02823	0
GQ67_02824	22
GQ67_02825	18
GQ67_02826	7
GQ67_02827	35.323
GQ67_02828	45.677
GQ67_02829	47
GQ67_02830	9
GQ67_02831	22
GQ67_02832	22
GQ67_02833	113
GQ67_02834	77
GQ67_02835	97
GQ67_02836	28
GQ67_02837	725
GQ67_02838	27
GQ67_02839	8
GQ67_02840	31
GQ67_02841	19
GQ67_02842	59
GQ67_02843	9
GQ67_02845	85
GQ67_02846	64
GQ67_02847	67
GQ67_02848	152
GQ67_02849	18
GQ67_02850	17
GQ67_02851	6
GQ67_02852	133
GQ67_02853	116
GQ67_02854	16
GQ67_02855	135
GQ67_02856	14
GQ67_02857	137
GQ67_02858	145
GQ67_02859	244
GQ67_02860	16
GQ67_02861	14
GQ67_02862	461
GQ67_02863	40
GQ67_02864	12
GQ67_02865	49
GQ67_02866	26
GQ67_02867	13
GQ67_02868	213
GQ67_02869	49
GQ67_02870	15
GQ67_02871	3
GQ67_02872	6
GQ67_02873	38
GQ67_02874	73
GQ67_02875	130
GQ67_02876	82
GQ67_02877	625
GQ67_02878	70
GQ67_02879	11
GQ67_02880	71.99
GQ67_02881	49.01
GQ67_02882	6
GQ67_02883	80.299
GQ67_02884	90.701
GQ67_02885	23
GQ67_02886	110
GQ67_02887	364
GQ67_02888	18
GQ67_02889	80
GQ67_02890	15
GQ67_02892	30.577
GQ67_02893	165.423
GQ67_02894	12
GQ67_02895	248
GQ67_02896	42
GQ67_02897	115
GQ67_02898	21
GQ67_02899	857.895
GQ67_02900	36
GQ67_02901	47.595
GQ67_02902	3.405
GQ67_02903	7895
GQ67_02904	81
GQ67_02906	253
GQ67_02907	124
GQ67_02908	288.999
GQ67_02909	7.559
GQ67_02910	82
GQ67_02911	88
GQ67_02912	40
GQ67_02913	23
GQ67_02914	3
GQ67_02915	160
GQ67_02916	83.885
GQ67_02917	1.115
GQ67_02918	64
GQ67_02919	88
GQ67_02920	12
GQ67_02921	38
GQ67_02922	66
GQ67_02923	54
GQ67_02924	19
GQ67_02925	260.441
GQ67_02926	1251
GQ67_02927	45
GQ67_02928	1
GQ67_02931	97
GQ67_02932	46
GQ67_02933	9
GQ67_02934	164
GQ67_02935	26
GQ67_02936	39
GQ67_02937	7
GQ67_02938	27
GQ67_02939	17
GQ67_02940	67
GQ67_02941	120
GQ67_02942	1
GQ67_02943	85
GQ67_02944	68
GQ67_02945	6
GQ67_02946	75
GQ67_02947	74
GQ67_02948	8
GQ67_02949	0
GQ67_02952	183
GQ67_02953	14
GQ67_02954	47
GQ67_02955	326
GQ67_02956	29
GQ67_02957	55.951
GQ67_02958	9.049
GQ67_02959	24
GQ67_02960	75
GQ67_02961	5
GQ67_02962	21
GQ67_02963	39
GQ67_02964	579
GQ67_02965	8
GQ67_02966	21
GQ67_02967	177
GQ67_02968	232.166
GQ67_02969	0
GQ67_02970	48
GQ67_02971	20
GQ67_02972	5
GQ67_02973	14
GQ67_02974	196
GQ67_02975	125.78
GQ67_02976	273.22
GQ67_02977	68
GQ67_02978	11
GQ67_03001	2
GQ67_03002	1
GQ67_03003	11
GQ67_03004	0
GQ67_03005	16
GQ67_03006	8
GQ67_03007	6
GQ67_03018	3
GQ67_03019	13
GQ67_03020	236.05
GQ67_03021	29
GQ67_03022	26
GQ67_03023	12
GQ67_03024	9
GQ67_03025	21
GQ67_03026	92
GQ67_03027	127
GQ67_03028	99
GQ67_03029	19
GQ67_03030	4
GQ67_03031	3
GQ67_03032	113
GQ67_03033	30.909
GQ67_03034	14.091
GQ67_03035	6
GQ67_03036	7
GQ67_03037	9
GQ67_03038	15.683
GQ67_03039	20.317
GQ67_03040	43.619
GQ67_03041	675.381
GQ67_03043	11
GQ67_03044	34.272
GQ67_03045	5.728
GQ67_03046	214
GQ67_03047	150
GQ67_03048	270
GQ67_03049	1867
GQ67_03051	1
GQ67_03052	16
GQ67_03053	390
GQ67_03054	118
GQ67_03055	21
GQ67_03056	102
GQ67_03057	2
GQ67_03058	8
GQ67_03059	10
GQ67_03060	59.371
GQ67_03061	108.629
GQ67_03062	114.445
GQ67_03063	46.555
GQ67_03064	82
GQ67_03065	1842
GQ67_03066	1433.998
GQ67_03067	10.002
GQ67_03068	11
GQ67_03069	100
GQ67_03070	36
GQ67_03071	63
GQ67_03072	187
GQ67_03073	16
GQ67_03074	0
GQ67_03075	49
GQ67_03076	32
GQ67_03077	415
GQ67_03078	30.017
GQ67_03079	13.983
GQ67_03080	31
GQ67_03081	8
GQ67_03082	186
GQ67_03083	1
GQ67_03084	4
GQ67_03085	11
GQ67_03086	21
GQ67_03087	89.367
GQ67_03088	26.633
GQ67_03089	60
GQ67_03091	62
GQ67_03092	538
GQ67_03093	240
GQ67_03094	221
GQ67_03095	35
GQ67_03096	21.622
GQ67_03097	26.378
GQ67_03098	12365.999
GQ67_03099	5.001
GQ67_03100	21
GQ67_03101	330
GQ67_03102	544.599
GQ67_03103	16.401
GQ67_03104	1
GQ67_03105	371
GQ67_03106	5
GQ67_03107	1641
GQ67_03108	47
GQ67_03109	73
GQ67_03110	528
GQ67_03111	3
GQ67_03112	110
GQ67_03113	2068
GQ67_03114	10
GQ67_03115	302
GQ67_03116	6
GQ67_03117	6
GQ67_03118	4
GQ67_03119	300
GQ67_03120	162
GQ67_03121	120
GQ67_03122	20.413
GQ67_03123	150.587
GQ67_03124	13.025
GQ67_03125	55.975
GQ67_03126	20
GQ67_03127	18
GQ67_03128	99
GQ67_03129	47
GQ67_03130	81
GQ67_03131	108
GQ67_03132	16
GQ67_03133	6
GQ67_03134	94
GQ67_03135	28
GQ67_03136	2
GQ67_03137	14
GQ67_03138	13
GQ67_03139	460
GQ67_03140	61
GQ67_03141	617
GQ67_03142	54
GQ67_03143	0
GQ67_03144	22
GQ67_03145	26
GQ67_03146	14
GQ67_03147	20
GQ67_03148	77
GQ67_03149	58
GQ67_03150	98
GQ67_03151	67.928
GQ67_03152	153.166
GQ67_03153	36.907
GQ67_03154	2
GQ67_03155	6
GQ67_03156	242
GQ67_03157	19
GQ67_03158	258
GQ67_03159	59
GQ67_03160	392
GQ67_03161	88
GQ67_03162	37
GQ67_03163	5
GQ67_03164	6
GQ67_03165	74.209
GQ67_03166	17.791
GQ67_03167	634
GQ67_03168	84
GQ67_03169	7
GQ67_03170	9
GQ67_03171	12
GQ67_03172	72
GQ67_03173	127
GQ67_03174	15
GQ67_03175	12
GQ67_03176	29
GQ67_03177	12
GQ67_03178	16
GQ67_03179	48
GQ67_03180	9
GQ67_03181	83
GQ67_03182	419
GQ67_03183	47
GQ67_03184	42
GQ67_03185	322
GQ67_03186	64
GQ67_03187	102
GQ67_03188	232
GQ67_03189	53
GQ67_03190	50
GQ67_03191	43
GQ67_03192	308
GQ67_03193	23
GQ67_03194	5
GQ67_03195	8
GQ67_03196	11
GQ67_03197	237
GQ67_03198	176
GQ67_03199	38
GQ67_03200	123
GQ67_03201	103
GQ67_03202	50
GQ67_03203	2
GQ67_03204	28
GQ67_03205	243
GQ67_03206	3
GQ67_03223	44
GQ67_03224	7
GQ67_03226	0
GQ67_03227	112
GQ67_03228	3715
GQ67_03229	92
GQ67_03230	22
GQ67_03231	6
GQ67_03232	90
GQ67_03233	13
GQ67_03235	11
GQ67_03236	58.954
GQ67_03237	9.046
GQ67_03238	11
GQ67_03239	11
GQ67_03240	46
GQ67_03241	27
GQ67_03242	11
GQ67_03243	35
GQ67_03244	4
GQ67_03245	31
GQ67_03246	35
GQ67_03247	104
GQ67_03248	74
GQ67_03249	47.042
GQ67_03250	5.958
GQ67_03251	22.368
GQ67_03252	7.632
GQ67_03253	47
GQ67_03254	35
GQ67_03255	185.929
GQ67_03256	4.071
GQ67_03257	159
GQ67_03258	1361
GQ67_03259	9
GQ67_03260	250
GQ67_03261	108
GQ67_03262	53
GQ67_03263	13.783
GQ67_03264	14.217
GQ67_03265	36
GQ67_03266	111
GQ67_03267	28
GQ67_03268	338
GQ67_03269	44.811
GQ67_03270	34.189
GQ67_03271	706
GQ67_03272	55
GQ67_03273	9
GQ67_03274	4307
GQ67_03275	69
GQ67_03276	11
GQ67_03277	2
GQ67_03278	2228.725
GQ67_03279	140
GQ67_03280	64
GQ67_03281	3527.815
GQ67_03282	105.185
GQ67_03283	105
GQ67_03284	114
GQ67_03285	67
GQ67_03286	50
GQ67_03287	148
GQ67_03288	94
GQ67_03289	120
GQ67_03290	20
GQ67_03291	13
GQ67_03292	41.981
GQ67_03293	20.019
GQ67_03294	22
GQ67_03295	29
GQ67_03296	44
GQ67_03297	9
GQ67_03298	1
GQ67_03299	34
GQ67_03300	28
GQ67_03301	69
GQ67_03302	406
GQ67_03303	53
GQ67_03304	162
GQ67_03305	2
GQ67_03306	62
GQ67_03307	19
GQ67_03308	191
GQ67_03309	56
GQ67_03310	29
GQ67_03311	81
GQ67_03312	224
GQ67_03313	27
GQ67_03314	9
GQ67_03315	24
GQ67_03316	74.991
GQ67_03317	1.009
GQ67_03318	7
GQ67_03319	5
GQ67_03320	92
GQ67_03321	23
GQ67_03322	23
GQ67_03323	8
GQ67_03324	22.243
GQ67_03325	9.757
GQ67_03326	69
GQ67_03327	50
GQ67_03328	19.981
GQ67_03329	2.019
GQ67_03331	1021
GQ67_03332	13.301
GQ67_03333	74.699
GQ67_03334	54
GQ67_03335	54
GQ67_03336	9
GQ67_03337	4
GQ67_03338	3
GQ67_03339	37
GQ67_03341	18
GQ67_03342	40
GQ67_03343	675
GQ67_03344	32
GQ67_03345	88
GQ67_03346	121
GQ67_03347	16
GQ67_03348	30
GQ67_03349	57
GQ67_03350	5
GQ67_03351	63
GQ67_03352	29
GQ67_03353	16
GQ67_03354	20
GQ67_03355	5
GQ67_03356	33
GQ67_03357	7
GQ67_03358	165
GQ67_03359	16
GQ67_03361	3
GQ67_03363	876
GQ67_03364	165
GQ67_03365	20
GQ67_03366	145
GQ67_03368	15
GQ67_03369	13
GQ67_03370	42
GQ67_03371	4
GQ67_03372	23
GQ67_03373	40
GQ67_03374	0
GQ67_03376	162
GQ67_03377	308
GQ67_03378	5
GQ67_03379	17.796
GQ67_03380	1.204
GQ67_03381	25
GQ67_03382	25
GQ67_03383	34
GQ67_03384	19
GQ67_03385	8
GQ67_03386	2
GQ67_03387	2
GQ67_03388	10
GQ67_03389	37
GQ67_03390	26
GQ67_03391	28
GQ67_03392	46
GQ67_03393	9
GQ67_03394	3
GQ67_03395	366
GQ67_03396	35
GQ67_03397	16
GQ67_03398	55
GQ67_03399	52
GQ67_03400	62
GQ67_03401	28
GQ67_03402	48
GQ67_03403	29
GQ67_03404	76
GQ67_03405	103
GQ67_03406	15
GQ67_03407	36.853
GQ67_03408	5.147
GQ67_03409	80
GQ67_03410	16
GQ67_03411	73.734
GQ67_03412	13.266
GQ67_03413	1
GQ67_03414	2
GQ67_03415	12
GQ67_03416	61.001
GQ67_03417	16.999
GQ67_03418	94
GQ67_03419	22
GQ67_03420	60.187
GQ67_03421	85.813
GQ67_03422	17
GQ67_03423	116
GQ67_03424	32.116
GQ67_03425	621.884
GQ67_03426	11
GQ67_03427	23.538
GQ67_03428	40.462
GQ67_03429	1281.872
GQ67_03430	390
GQ67_03431	13
GQ67_03432	43
GQ67_03433	16.638
GQ67_03434	24.362
GQ67_03435	767
GQ67_03436	246
GQ67_03437	399
GQ67_03439	19
GQ67_03440	24
GQ67_03441	100
GQ67_03442	89.734
GQ67_03443	237.266
GQ67_03444	12
GQ67_03445	90
GQ67_03446	6
GQ67_03447	28
GQ67_03448	9
GQ67_03449	36.326
GQ67_03450	45.674
GQ67_03451	55
GQ67_03452	62
GQ67_03453	11
GQ67_03454	149
GQ67_03455	4
GQ67_03456	51
GQ67_03457	11
GQ67_03458	24
GQ67_03459	92
GQ67_03460	283
GQ67_03461	55
GQ67_03462	20
GQ67_03463	9
GQ67_03464	3
GQ67_03465	19
GQ67_03466	116
GQ67_03467	74
GQ67_03468	842
GQ67_03469	17
GQ67_03470	15
GQ67_03471	49
GQ67_03472	4
GQ67_03473	83
GQ67_03474	22
GQ67_03475	691.987
GQ67_03476	89.013
GQ67_03477	5165
GQ67_03478	23
GQ67_03479	1242
GQ67_03480	175
GQ67_03481	26
GQ67_03482	28
GQ67_03483	73
GQ67_03484	29
GQ67_03485	68.557
GQ67_03486	110.443
GQ67_03487	137
GQ67_03488	78
GQ67_03489	81.675
GQ67_03490	3.325
GQ67_03491	171
GQ67_03492	49
GQ67_03493	72
GQ67_03494	37
GQ67_03495	400
GQ67_03496	48
GQ67_03497	2
GQ67_03499	0
GQ67_03500	59
GQ67_03501	55
GQ67_03502	51
GQ67_03503	22
GQ67_03504	619
GQ67_03505	6
GQ67_03506	12
GQ67_03507	85
GQ67_03508	187
GQ67_03509	955
GQ67_03510	7
GQ67_03511	49
GQ67_03512	8
GQ67_03513	154
GQ67_03514	42
GQ67_03515	8.432
GQ67_03516	101.012
GQ67_03517	132.654
GQ67_03518	2293.903
GQ67_03519	416
GQ67_03520	6
GQ67_03521	17.462
GQ67_03522	120.538
GQ67_03523	34.019
GQ67_03524	38.981
GQ67_03525	13
GQ67_03526	1218
GQ67_03527	10
GQ67_03528	242
GQ67_03529	6
GQ67_03530	540
GQ67_03531	4
GQ67_03532	1522
GQ67_03533	4
GQ67_03534	77
GQ67_03535	11.004
GQ67_03536	153.996
GQ67_03537	81
GQ67_03538	20
GQ67_03539	49
GQ67_03540	8
GQ67_03542	11
GQ67_03543	6
GQ67_03544	556
GQ67_03545	17
GQ67_03546	27
GQ67_03547	87
GQ67_03548	27
GQ67_03549	3
GQ67_03550	2
GQ67_03551	17
GQ67_03552	6
GQ67_03553	55
GQ67_03554	157
GQ67_03555	20
GQ67_03556	64
GQ67_03557	15
GQ67_03558	65.431
GQ67_03559	61.569
GQ67_03560	86
GQ67_03561	20
GQ67_03562	21
GQ67_03563	10
GQ67_03565	22
GQ67_03566	940
GQ67_03567	83
GQ67_03568	31
GQ67_03569	24
GQ67_03570	4
GQ67_03571	7
GQ67_03572	57
GQ67_03573	1
GQ67_03574	21.897
GQ67_03575	13.103
GQ67_03576	53
GQ67_03577	40
GQ67_03578	552
GQ67_03579	271
GQ67_03580	790
GQ67_03581	30
GQ67_03582	47
GQ67_03583	46
GQ67_03584	7
GQ67_03585	18
GQ67_03586	19
GQ67_03587	10
GQ67_03588	14
GQ67_03589	129
GQ67_03590	63
GQ67_03591	58
GQ67_03592	35
GQ67_03593	14
GQ67_03594	75.104
GQ67_03595	236.896
GQ67_03596	23
GQ67_03597	20
GQ67_03598	82
GQ67_03600	41
GQ67_03601	736
GQ67_03602	52
GQ67_03603	18
GQ67_03604	98
GQ67_03605	8.646
GQ67_03606	9.354
GQ67_03607	62
GQ67_03608	109
GQ67_03609	575
GQ67_03610	21
GQ67_03611	97.386
GQ67_03612	34.614
GQ67_03613	13
GQ67_03614	18
GQ67_03615	15
GQ67_03616	44
GQ67_03617	40
GQ67_03618	10
GQ67_03619	290
GQ67_03620	87
GQ67_03621	193
GQ67_03622	69
GQ67_03623	1
GQ67_03624	11
GQ67_03625	11
GQ67_03626	5
GQ67_03627	242
GQ67_03628	49
GQ67_03629	21.548
GQ67_03630	123.452
GQ67_03631	199
GQ67_03632	18
GQ67_03633	152
GQ67_03634	6
GQ67_03635	28
GQ67_03636	61.326
GQ67_03637	908.674
GQ67_03638	2
GQ67_03639	105
GQ67_03640	6
GQ67_03641	490
GQ67_03642	557
GQ67_03643	366
GQ67_03644	11
GQ67_03645	66.761
GQ67_03646	29.239
GQ67_03647	41
GQ67_03648	15
GQ67_03649	41
GQ67_03650	15
GQ67_03651	2380
GQ67_03652	161
GQ67_03653	1250
GQ67_03654	239
GQ67_03655	114
GQ67_03656	4
GQ67_03657	34
GQ67_03658	106
GQ67_03659	22.025
GQ67_03660	113.975
GQ67_03661	42
GQ67_03662	224
GQ67_03663	43
GQ67_03664	26
GQ67_03665	78
GQ67_03666	36
GQ67_03667	61
GQ67_03668	6
GQ67_03670	34
GQ67_03671	60.001
GQ67_03672	1812.999
GQ67_03673	48
GQ67_03674	41
GQ67_03675	9
GQ67_03676	23
GQ67_03677	26
GQ67_03678	156
GQ67_03679	77
GQ67_03680	202.565
GQ67_03681	6.435
GQ67_03682	75.857
GQ67_03683	16.143
GQ67_03684	126
GQ67_03685	18
GQ67_03686	9
GQ67_03687	1
GQ67_03688	10
GQ67_03689	374
GQ67_03690	159
GQ67_03691	145
GQ67_03692	51
GQ67_03693	54
GQ67_03694	712
GQ67_03695	26
GQ67_03696	47
GQ67_03697	11
GQ67_03698	16
GQ67_03699	46
GQ67_03700	720
GQ67_03701	9
GQ67_03702	1
GQ67_03703	9
GQ67_03704	9
GQ67_03705	23
GQ67_03706	5
GQ67_03707	545
GQ67_03708	114
GQ67_03709	595
GQ67_03710	25
GQ67_03711	36.08
GQ67_03712	12.92
GQ67_03713	5
GQ67_03714	36.46
GQ67_03715	4.54
GQ67_03716	15
GQ67_03717	8
GQ67_03718	676
GQ67_03719	195.988
GQ67_03720	3.012
GQ67_03721	7
GQ67_03722	59
GQ67_03723	74
GQ67_03724	11
GQ67_03725	180
GQ67_03726	7
GQ67_03727	24
GQ67_03728	24
GQ67_03729	13
GQ67_03730	37
GQ67_03731	14
GQ67_03732	52
GQ67_03733	705
GQ67_03734	1614
GQ67_03735	87
GQ67_03737	38
GQ67_03738	32
GQ67_03739	75
GQ67_03740	8
GQ67_03741	167
GQ67_03742	29.629
GQ67_03743	14.371
GQ67_03744	1379
GQ67_03745	44
GQ67_03746	24
GQ67_03747	6
GQ67_03748	354
GQ67_03749	49
GQ67_03750	16
GQ67_03751	31
GQ67_03752	28
GQ67_03753	41
GQ67_03754	10
GQ67_03755	17
GQ67_03756	32
GQ67_03757	4
GQ67_03759	5
GQ67_03760	2
GQ67_03761	144
GQ67_03762	127
GQ67_03763	383
GQ67_03764	386
GQ67_03765	64.282
GQ67_03766	26.718
GQ67_03767	202
GQ67_03768	11.981
GQ67_03769	14.019
GQ67_03770	63.058
GQ67_03771	39.942
GQ67_03772	24
GQ67_03773	16
GQ67_03774	31
GQ67_03775	14.268
GQ67_03776	13.732
GQ67_03777	308
GQ67_03778	803
GQ67_03779	266.703
GQ67_03780	39.297
GQ67_03781	113
GQ67_03782	4
GQ67_03783	40
GQ67_03784	780
GQ67_03785	76
GQ67_03786	26
GQ67_03787	44
GQ67_03788	9
GQ67_03789	276
GQ67_03790	7
GQ67_03791	80
GQ67_03792	10
GQ67_03793	46
GQ67_03794	11
GQ67_03795	13
GQ67_03796	360
GQ67_03797	37
GQ67_03798	7
GQ67_03799	36
GQ67_03800	5
GQ67_03801	79
GQ67_03802	554
GQ67_03803	23
GQ67_03804	50
GQ67_03805	26.057
GQ67_03806	70.943
GQ67_03807	11
GQ67_03808	38
GQ67_03809	47
GQ67_03810	12
GQ67_03811	62
GQ67_03812	67
GQ67_03813	9
GQ67_03814	521
GQ67_03815	1
GQ67_03816	15.81
GQ67_03817	19.19
GQ67_03818	192.992
GQ67_03819	1.008
GQ67_03820	76
GQ67_03822	9
GQ67_03823	3
GQ67_03824	558.105
GQ67_03825	21
GQ67_03826	33
GQ67_03827	113
GQ67_03828	77
GQ67_03829	0
GQ67_03831	22
GQ67_03832	88
GQ67_03833	23
GQ67_03834	5
GQ67_03835	7
GQ67_03836	189
GQ67_03837	7
GQ67_03838	263
GQ67_03839	13
GQ67_03840	17
GQ67_03841	265
GQ67_03842	880
GQ67_03843	13
GQ67_03844	167
GQ67_03845	225
GQ67_03846	10
GQ67_03847	45
GQ67_03848	15
GQ67_03849	27
GQ67_03850	46
GQ67_03851	33
GQ67_03852	5
GQ67_03853	34
GQ67_03854	21
GQ67_03855	27
GQ67_03856	12
GQ67_03857	28
GQ67_03858	70
GQ67_03859	1399
GQ67_03860	510
GQ67_03861	92
GQ67_03862	0
GQ67_03863	6
GQ67_03864	114
GQ67_03865	11
GQ67_03866	25
GQ67_03867	106
GQ67_03868	68
GQ67_03869	97
GQ67_03870	96
GQ67_03871	34.461
GQ67_03872	23.539
GQ67_03873	153
GQ67_03874	20
GQ67_03875	61
GQ67_03876	18
GQ67_03877	0
GQ67_03878	344
GQ67_03879	173
GQ67_03880	39
GQ67_03881	467
GQ67_03882	123
GQ67_03883	10
GQ67_03884	69
GQ67_03885	11
GQ67_03886	12
GQ67_03889	55
GQ67_03890	334
GQ67_03891	57
GQ67_03892	165
GQ67_03893	123.264
GQ67_03894	6.736
GQ67_03895	1
GQ67_03896	18.56
GQ67_03897	229.44
GQ67_03898	93
GQ67_03899	49
GQ67_03901	15
GQ67_03902	60
GQ67_03903	186
GQ67_03904	59
GQ67_03905	26
GQ67_03907	81
GQ67_03908	756
GQ67_03909	7
GQ67_03910	6
GQ67_03911	16
GQ67_03912	104
GQ67_03913	687
GQ67_03914	108
GQ67_03915	31
GQ67_03916	19
GQ67_03917	30
GQ67_03919	13.094
GQ67_03920	7.906
GQ67_03921	21
GQ67_03922	232
GQ67_03923	16
GQ67_03924	63
GQ67_03925	35
GQ67_03926	92
GQ67_03927	16
GQ67_03928	16
GQ67_03929	77
GQ67_03930	24
GQ67_03931	2
GQ67_03932	23
GQ67_03933	2154
GQ67_03935	4
GQ67_03936	3
GQ67_03937	37
GQ67_03938	1
GQ67_03939	266
GQ67_03940	4
GQ67_03941	9233.736
GQ67_03942	34
GQ67_03943	12256.221
GQ67_03944	658
GQ67_03945	328
GQ67_03947	135
GQ67_03948	502
GQ67_03949	3
GQ67_03950	3449
GQ67_03951	231
GQ67_03952	174
GQ67_03953	68
GQ67_03954	39
GQ67_03955	64
GQ67_03956	74
GQ67_03957	794
GQ67_03958	64
GQ67_03959	170
GQ67_03960	28
GQ67_03961	10
GQ67_03962	16
GQ67_03963	60
GQ67_03964	76
GQ67_03965	24
GQ67_03966	37
GQ67_03967	396
GQ67_03968	116
GQ67_03969	137
GQ67_03970	30
GQ67_03972	14
GQ67_03973	8
GQ67_03974	252
GQ67_03975	2
GQ67_03976	8
GQ67_03977	16
GQ67_03978	522
GQ67_03979	5
GQ67_03980	165
GQ67_03981	95
GQ67_03982	3084
GQ67_03983	16
GQ67_03984	135.006
GQ67_03985	1767.994
GQ67_03986	38
GQ67_03987	1
GQ67_03988	1606
GQ67_03989	22
GQ67_03990	34
GQ67_03991	0
GQ67_03992	6
GQ67_03993	5
GQ67_03994	34
GQ67_03995	567
GQ67_03996	423
GQ67_03997	602
GQ67_03998	1
GQ67_03999	160
GQ67_04000	47
GQ67_04001	0
GQ67_04002	13
GQ67_04003	302.109
GQ67_04004	19.891
GQ67_04005	38
GQ67_04006	22
GQ67_04007	19
GQ67_04008	0
GQ67_04009	81
GQ67_04010	13
GQ67_04011	1
GQ67_04012	808
GQ67_04013	2
GQ67_04014	4
GQ67_04015	54
GQ67_04016	48
GQ67_04017	72
GQ67_04019	71.49
GQ67_04020	40.51
GQ67_04021	70
GQ67_04022	158.229
GQ67_04023	136.771
GQ67_04024	785
GQ67_04025	9
GQ67_04026	28
GQ67_04027	3
GQ67_04028	52
GQ67_04029	33.043
GQ67_04030	10.957
GQ67_04031	320
GQ67_04032	13
GQ67_04033	4
GQ67_04034	22
GQ67_04035	115
GQ67_04036	6
GQ67_04037	3
GQ67_04038	123
GQ67_04039	141
GQ67_04040	33
GQ67_04041	168
GQ67_04042	59
GQ67_04043	22
GQ67_04044	20
GQ67_04045	20
GQ67_04046	28
GQ67_04047	17
GQ67_04048	47
GQ67_04049	39
GQ67_04050	41
GQ67_04051	48
GQ67_04052	18
GQ67_04053	5
GQ67_04054	5
GQ67_04055	18
GQ67_04056	14
GQ67_04058	33
GQ67_04059	185
GQ67_04060	19899
GQ67_04061	42
GQ67_04062	12
GQ67_04063	26
GQ67_04064	40
GQ67_04065	933
GQ67_04066	1237
GQ67_04067	243.987
GQ67_04068	33.013
GQ67_04069	4
GQ67_04070	1107
GQ67_04071	287
GQ67_04072	15
GQ67_04073	52
GQ67_04074	38
GQ67_04075	34
GQ67_04076	47
GQ67_04077	148
GQ67_04078	153
GQ67_04079	2739
GQ67_04080	82
GQ67_04081	14
GQ67_04082	209
GQ67_04083	282
GQ67_04084	28
GQ67_04085	835
GQ67_04086	27
GQ67_04087	55
GQ67_04088	139
GQ67_04089	9
GQ67_04090	102
GQ67_04091	51
GQ67_04092	185
GQ67_04093	33
GQ67_04094	635
GQ67_04095	54
GQ67_04096	81
GQ67_04097	20
GQ67_04098	16
GQ67_04099	172
GQ67_04100	119.457
GQ67_04101	135.543
GQ67_04102	194
GQ67_04103	319
GQ67_04104	196
GQ67_04105	47
GQ67_04106	159
GQ67_04107	209
GQ67_04108	41
GQ67_04109	48
GQ67_04110	172.808
GQ67_04111	34.192
GQ67_04112	26
GQ67_04113	45
GQ67_04114	70
GQ67_04115	56
GQ67_04116	106
GQ67_04117	242
GQ67_04118	104
GQ67_04119	49
GQ67_04120	47.626
GQ67_04121	61.374
GQ67_04122	12
GQ67_04123	13
GQ67_04124	6
GQ67_04125	4
GQ67_04126	19
GQ67_04127	2964
GQ67_04128	3
GQ67_04129	10
GQ67_04130	17
GQ67_04131	56
GQ67_04132	26
GQ67_04133	441
GQ67_04134	35
GQ67_04135	11
GQ67_04136	51
GQ67_04137	56
GQ67_04138	501
GQ67_04139	69
GQ67_04140	68.003
GQ67_04141	179.997
GQ67_04142	85
GQ67_04143	37
GQ67_04144	251
GQ67_04145	156
GQ67_04146	36
GQ67_04147	12
GQ67_04148	8
GQ67_04149	1
GQ67_04150	243
GQ67_04151	126
GQ67_04152	95.191
GQ67_04153	89.025
GQ67_04154	287.784
GQ67_04155	25
GQ67_04156	194.095
GQ67_04157	7.033
GQ67_04158	12
GQ67_04159	27590
GQ67_04160	42
GQ67_04161	90
GQ67_04162	43
GQ67_04163	52
GQ67_04164	108
GQ67_04165	669.878
GQ67_04166	19.122
GQ67_04167	39
GQ67_04168	86
GQ67_04169	7
GQ67_04170	29
GQ67_04171	668
GQ67_04172	104
GQ67_04173	26
GQ67_04174	21
GQ67_04175	60.16
GQ67_04176	32.84
GQ67_04177	34
GQ67_04178	421
GQ67_04179	27
GQ67_04180	22
GQ67_04181	0
GQ67_04182	111
GQ67_04183	103
GQ67_04184	190
GQ67_04185	36
GQ67_04186	40
GQ67_04187	230
GQ67_04188	310
GQ67_04189	62
GQ67_04190	50
GQ67_04191	9
GQ67_04192	108
GQ67_04193	21
GQ67_04194	24
GQ67_04195	21
GQ67_04196	16
GQ67_04197	33
GQ67_04198	14
GQ67_04199	28
GQ67_04200	32
GQ67_04201	595.631
GQ67_04202	6.369
GQ67_04205	8624
GQ67_04206	45
GQ67_04207	191
GQ67_04208	30
GQ67_04209	53
GQ67_04210	100
GQ67_04211	29
GQ67_04212	16
GQ67_04213	128
GQ67_04214	7
GQ67_04215	67.793
GQ67_04216	47.207
GQ67_04217	56
GQ67_04218	11
GQ67_04219	7
GQ67_04220	72
GQ67_04221	48
GQ67_04222	69
GQ67_04223	68
GQ67_04224	242.89
GQ67_04225	36.11
GQ67_04226	2440
GQ67_04227	16
GQ67_04228	13
GQ67_04229	200
GQ67_04230	261
GQ67_04231	10
GQ67_04232	58
GQ67_04233	29
GQ67_04234	24
GQ67_04235	16
GQ67_04236	91
GQ67_04237	37
GQ67_04238	59
GQ67_04239	20
GQ67_04240	32
GQ67_04241	36
GQ67_04242	10
GQ67_04243	12
